review_id,full_review,wish I read reviews ,wish I read reviews _ohe
R1RMZB0I2MP2LU,"Yes this gets the job done IF you know which side to print on, but that's not the issue. I read the other reviews about the paper curling but I still had to see for myself. This paper curled out the box and I don't want any feedback about humidity because I'm in Washington, DC and it's dead of Winter. This paper curled so bad my printer couldn't recognize there was paper in there, it kept telling me to load paper and when it finally went through it got jammed in my printer!  I printed one thing and wasted 3 sheets due to the paper jam. And it's not my printer. Beware, you've been warned. Wish I listened.",0,0
R2L7MFBBO8U23K,My mistake. It is 8.5x11 for $10.99. You can print that on your own. I thought it was a desk calendar. Again my mistake for not reading. Reviewing to help others.,0,0
R1FTS1NE8U4TJ8,"Garbage pens. Dont write smooth, and rips paper when writing. Cant believe theae had positive reviews. Look like they were in storage for 20 years before being shipped as the labels are all browned. Do not buy.",0,0
R6E9Y8VWQF88E,"I've owned several Palm devices over the years, and have been a loyal customer. I was excited to buy the TX, as it has a lot of the features I look for in a handheld. When it works, it is great -- wifi, Bluetooth, great resolution, etc. It really has a lot of nice features -- the two stars I give it are for those features. Unfortunately, the sub par construction of the unit itself makes owning it more hassle than it's worth.Over the last year, the device has had to be replaced under warranty for a faulty screen twice, and it's starting to develop the same problem again. It was also replaced once for a faulty memory card slot (that was on a replacement I'd just received). Each time, the device was replaced and not repaired, so in all I've had four TX's, and each of them have had significant problems. I think that's a fair sampling of the device to know problems are persistent and significant.The faulty screen issue is well known and has been experienced by several owners (a quick tour of Palm's help forums bear this out). It becomes horribly uncalibrated and no amount of software calibration can fix it. Replacing the device with the same model does no good, because the problem will just happen again.Never have I been told by Palm why the screen issue occurs, and obviously they don't do anything but replace it with another unit which is pretty much destined to develop the same problem.I can literally see bubbles just under the outer plastic of the screen on my current unit, and parts of the bottom of the screen are faded, not to mention the battery on my recently replaced device is already draining far too quickly. I've only had this latest replacement for about four months.Now that my device is no longer under warranty and is once again faulty, I'll be switching another manufacturer. I don't want to, as I have a lot of purchased software for the Palm OS, but I don't see another alternative.",0,0
R1OQ43QUAT8N69,"This item did not work on my printer, and after installing this, I was no longer able to use my printer.  I think this messed up my printer.  HOWEVER, customer service here is responsive.  Unfortunately, I lost a printer from using this.  Based on the other positive reviews, I think the ink I received might have just been a faulty one .",0,0
R38G7868RPDKC0,"I bought this chair 3-4 years ago to use as a cellist. As a tall person, it's often very hard to find a seating setup that gives me correct posture for playing, so the wide adjustability of this chair was very useful for me, as was its lightweight portability for gigs. But the chair has two fatal flaws. The first is that the seat cannot be level with the ground because of the way the metal frame underneath is made. For me, this resulted in consistently having a sore tailbone (!) after just 2-3 hours of practicing - no doubt also related to the very thin padding on the seat itself. The other fatal flaw is that the rubber pads that are used to keep the seat in place wear out within a matter of weeks, and as they wear out, the seat slowly tilts forward even more. They're also a pain to replace. I found that the seat was so slanted that my butt would start sliding off the chair if I was wearing dress pants - not great in the middle of an orchestra concert. If not for the slant and the cruddy rubber stoppers this would be a 4 or 5 star chair, but given the price and those two flaws, I can't really recommend it.",0,0
R3864DD5Z1O0PF,"Do not do business with HP!!!  Purchased a new HP Photosmart Wireless e-ALL-IN-ONE C310 Series.  When I opened the box, the ink cartridges that were supposed to be included were not in the box.  I called HP (45-minute phone call), they said they would send the missing cartridges.  When I received the cartridges, there were only 4 cartridges, not 5.  Called HP (another 45 minute phone call), they said they would ship the 5th cartridge.  When I asked if it would be possible to ship Next Day, they said they would have to charge me.  After I explained how I have already been inconvenient, they agreed to ship Next Day.  Well, 2 business days later, I finally received the 5th cartridge.  I installed ink cartridges and error message.  Called HP, after I explained the situation for the 3rd time, the man without telling me he was going to put me on hold, placed me on hold for 23 MINUTES before he finally came back on the phone.  By then I was already on another phone trying to speak to a Supervisor.  The Supervisor told me that either the ink cartridges were damaged or the printer itself is damaged.  Told me that he is going to send me a return label for the printer and they would send me a refund check.  8 days later, no return label.  I called and spoke to a Case Manager, and they told me that they don't issue refund checks that the best they can do is replace with a REFURBISHED printer.  I called the Supervisor again, after explain my situation AGAIN, they place me on hold to for 45 minutes review my case file... never to return again.  Frustrated, I hung up.  Do not do business with HP!!!  Poor equipment, poor customer service, not worth it!",0,0
RXRB58FGRIVXM,"I got two of these. first one failed about 1/2 way through.  streaking, fading. Had to shake the cartridge to make it work.  Going to plug in the second one and use it. Fingers crossed that it goes until it is empty as I print a lot...  Contacted seller, will update when I hear back...OK  Update  2nd failed after 3 days, contacted seller and was issued a return label...  So the seller gets a good rating but the product gets big  thubs down.....",0,0
R38Y2FK6VU1U4R,"So this is a great product. I have used Palm for 10 years and agree with other glowing reviews above. Will spare you the rosy and get to the point. Palm is shipping this with TWO MAJOR software flaws:1) The Desktop Tasks app will not allow you to create tasks with no due date. It will force a due date of 12/31/2031. This a major known issue that Palm is sitting on for more than a year (I discovered this post-purchase on Palm support forum).2) The Handheld Tasks app does NOT allow you to ""Show only Due items"". This can become a big deal is you have tons of tasks set for the future, and have to scroll through all of them to find the important ones.By charging so much for this product, and  shipping with such fundamental flaws,  and not doing anything about it for over an year despite knowing about it, PALM IS INSULTING its loyal customers.If Palm support does not respond these issues actively, I will be returning my product. Afterall, Contacts and Tasks are the Bread and Butter of Palm.",0,0
RUAB3IUP6Z7M0,"There are things I like about this Ball Pen; the look, the brown colour is a little bit unconventional, its overall weight is ok and the ink itself flows smoothly but the 'grip' on this Ball Pen is the worst of any I have ever used.The end of the pen (the part I hold when writing) is polished metal and looks nice BUT is so super-polished it's like silk and my fingers slip down towards the nib when I try using it (and typically I grip tightly enough to cause a pressure bump to appear at the grip point on my middle finger fairly shortly after I start writing).If instead of being polished metal, the end of the pen had been made of the same brown lacquer utilised in the shaft of the pen then I would have had no problems as that material is comfortable to hold and gives a good grip, unfortunately, it's set too far back for my fingertips to hold in order to write normally or comfortably.In addition to this, and it's not so easy to tell from the photo, but the polished end is not simply tapered but subtly concave (it has an outwards curve from the shaft to the tip) which amplifies the awkwardness of gripping the silky smooth end of this pen when writing.Out of curiosity, I've just looked back at the many positive reviews and noticed they are mainly for either the Parker Fountain Pens or the Parker Rollerballs, (which Amazon have combined with this) and both of which have differently shaped gripping ends to this Parker Ball Pen.",0,0
R1EF1QOGJVR9V8,I did not get even 200 pages out of these cartridges.I would normally have much more to write to support my review of a product but there is not much more to write about an ink cartridge.Either you get close to the expected yield or not.Price point is great but the yield makes this an absolute waste of your money.Disappointed!!!,0,0
R2CIIK5O7854KJ,Bite the bullet and get the L rated toner cartridge. I normally get approx. 6 months with the L rated larger size...with this standard size I barely got 6 weeks.,0,0
R2D0VJUWVJXRV1,"I bought this printer because of the good reviews, but I need to say this printer never worked. We could never get it set up to print wirelessly -- that claim is a joke -- and there is no support from Samsung in getting the printer set up. It does not -- as it claims -- work with OS 10.",0,0
R2IIQAJZNPA85Q,"This scale, with its price entry option, is an amazing thing on paper; however the implementation leaves much to be desired. First off opening the lid is truly a pain in the ass and it often takes acrobatics to get it open. And the suck doesn't end there... it will often times be off by as much as a half gram from one use to the next and for no good reason. And once it arrives on a weight it seems to float down or up by. 01 or .02 every 10 seconds or so. For these reasons I have to give it a one star rating... simply because a zero star rating is not possible!!!",0,0
R3FJAJKQ2U8CAK,"I can't find anywhere else to get customer support, so I'm reporting my issue here as a 1 star review.  If E-Z Ink can help me get this resolved, I will adjust the review.  I purchased this toner cartridge for a Samsung M2885FW printer.  When I install it in the printer, the printer gives me an error message saying toner not compatible with printer.",0,0
R2RYGAV3ZQI05E,"Hello.I had no intention of reviewing this item, but I kept being asked. This is one of those Amazon purchases that just will sit in the corner unused until I have the energy to give it away or bring it to the dump. Just doesn't work for me. You have to push in these buttons at the joints of the ""legs"" to adjust. I find this physically difficult and sometimes painful. Just an awkward unworkable design for me. The mouse attachment is difficult to understand and has no useful instructions. Not at all pleased with this.",0,0
R2REMNVLZEPP39,"If you spend your $ solely based on the description of this printer, you are going to waste your $ 100%. First of all, my review is based on the equipments I use daily. I use 24 inch iMac from 2006 with Verizon Fios standard router. So, if one's using an Apple Extreme, the result may/may not vary. My network is always there with 2 iPhones, 1 iPad, and 2 Mac computers, and 1 Apple TV. Of course I have other wireless equipments that work flawlessly with Verizon network, however, every single time I press print from my iMac, it never delivers to the printer. I literally have to turn the printer on and off numerous times for a single page standard black and white print from this god forsaken printer. I used HP printers all my life and I have never gotten so frustrated with any other printer than this. My previous printer was an ethernet connection printer that worked faster even though the model was from 6 years ago.Dear HP, why do you have to screw up with this one? If firmware is the issue here, please fix this!!!",0,0
RBOTB9J377DTN,"My first order never arrived & went back to Amazon which was strange, so I cannot review this specific color of ink, BUT the 2nd time around Kon-Peki Blue arrived on schedule and it is good stuff! Thanks.",0,0
R2U7XF2ILVMBHC,Can't see what I write in any color marker I use. Terrible.... Zero stars if I could.,0,0
R1KN6JUEFN56G6,"I'm giving this 5 stars because once you get it working it works great! For such a cheap price as well. Let me give you the run down and how I set it up.First of all. It is about impossible to set up without a computer despite the manual (which isn't included in the box) saying you can set it up using the WPS button on your router and on the machine. Despite trying many times, I could not get it to work. Perhaps it is just in my situation as my multiple routers in the house were not set up properly and I had to fix them so I could use this printer properly (my own fault/laziness).Once I gave up I connected it to a computer and downloaded the program off the HP website (its a Samsung/HP printer) I connected it with USB (included in the box and I tried and failed using the wireless option) which installed the drivers (unnecessary, I'll get to that in a bit) but more importantly assigned the credentials of the wireless network of my choosing to the printer.After that I was essentially done! Anyone connected to the router that the printer was connected to could see the printer and print from it. This works regardless of whether you're on the 5ghz band or the 2.4ghz band, though the printer itself connects to the 2.4ghz, you can discover it on either. We have many devices in our home. For mobile phones it works with or without the app. On iOS or Android you can, in any app, simply choose print functionality integrated right into the operating system. For Mac computers it was just as easy, literally just open a document and select print and it will find the printer. For windows there's an extra step necessary, you simply have to go to devices and printers and add it. Then it's ready to use. I installed the drivers on two of the computers in the house and left the rest without and see no difference in print quality, speed, or functionality.Lastly, we have three routers in the house. If you want the printer to be able to print across multiple routers you're going to have to have them set up as access points. Normally one can extend their wireless signal simply by having multiple routers connected and with the same credentials. However access points are slightly different in that the routers speak to each other and you only have one router handing out IP's. It's very easy to do. Just turning off two or so options on all but the main router and connecting the ethernet via the ethernet ports and not the internet one.Edit ———————————————————Fuser died at one month. Returning",0,0
R23PBMCKTMDBHD,Colors are NOT as shown in picture… I received darker colors - just like some of the other reviewers.,0,0
R35WM17T5Y0KD9,"1 star for 1 marker!  ""Sharpie Retractable Permanent Markers, Ultra-Fine Point, Blue, Box of 12""  ""Includes: 12 Blue Sharpie permanent markers"".  I got 1 marker loose in an unpadded plastic envelope.This is not just misleading, it is dishonest.",0,0
R6E0WCSE5GSBX,"I rarely leave  negative reviews, but the assembly of this product is outrageous. I have assemble furniture that is less complicated.",0,0
R1BG0IMDDYAHZH,"I had high hopes for these phones (after all, I bought one for each room in my home), and as you can see from my star ratings on specific attributes, there's a lot to like about them:  attractive design, good features, intuitive functionality, and so far, no real problems on reliability.It's just using them as phones that reveals their weaknesses, and those come down to sound quality and comfort -- for me, the two most important characteristics in a telephone.I find the V-Techs unergonomic in the extreme, sort of like holding a brick against my ear (hard, flat).  And because of their iffy sound reproduction, I find myself reflexively pressing the receiver against my ear to hear the caller.  Not good for any extended period of time.I avoid that experience by using the speakerphone mode, which, according to my listeners, is quite bearable -- and no worse than hearing my voice in person.  But the big problem is the incoming signal:  I find the sound simply fades into nothingness for seconds at a time, something akin to a fading cell call.  Quite perplexing -- and annoying, since I need to ask callers to repeat themselves, repeatedly.I don't know what's up with that.  It's not the traditional problem associated with ""talking over"" someone, which with many wireless phones can result in signal canceling.  These lapses happen when I'm simply listening.  I'll probably call the company about it, but I'm guessing it's not my particular units (it happens with all the extensions, even the one with the base), but something intrinsic in the engineering.So yes, there's a lot to like with the V-Tech:  great range, decent battery life, integrated update capabilities (changing contact info on one extension, for example, shares it immediately throughout the system). But while I don't anticipate returning the phones (I'm a bit lazy and too willing sometimes to put up with stuff), I can't really recommend them.  I'm hoping that if/when I speak with the company, there will be some explanation and recourse.By the way, I do a lot of phone interviews in my line of work (writer), and for that, I have a wired headset by GN Netcom.  Now THAT is the way to talk on the phone.John Dallas BowersVillanova, PA",0,0
R22BYRFERAMR56,"Incompatible. Instructions to override useless.  Sent back in recycle bag provided.  Printer manufacturers got you by the cajones.  I should give one star, but showed mercy.",0,0
R22ZL8KHEQ20OW,I would give this item no stars if I could.  I had it for only two weeks when it started seperating at all the seams like it was slapped together with glue and even that not very well.  When I requested a replacement they said they only offered one if it was returned within 7 days.  Apparently they make sure their lousy workmanship will last just long enough to get you past the return period.  There are two many other products at better prices to waste your time with this kind of seller.,0,0
R26Z0L9E14E7EE,This product is completely misleading! Does not stick on the refrigerator whatsoever and that is the primary reason I bought this product. I am not sure why there are so many positive reviews since this does not even stick to the refrigerator. Save your money unless you just want a desk notepad.,0,0
R4C6YRV6D75FH,Editing my review....3 out of 4 lids arrived broken and cracked. Terrible customer service from IRIS.On a positive note Amazon customer service was extremely helpful. Sent me a full replacement!!,0,0
R2Q8E8TS1KA7NZ,"I won't comment on the print capabilities of this printer as i am not an expert in that area by any means. As far as i know its fine in that area.What i WILL comment on is the wireless aspect of it, which is completely worthless. Constant re-installs of the software, and endless issues with the wireless connections. Honestly, by the time you take into account all the time you will spend messing with the settings and doing re-installs, you would have been better off going wired. If you change modems....you can bet on spending another hour trying to get the printer back online. This printer also has a known issue when tuning the power on and off:It causes certain modems to crash, requiring you to go re-boot your modem. Very ECO-friendly to make a printer that you have to leave on....The software that comes with the printer is also useless, as common help topics can't be found in the software, and clicking help simply takes you to a HP store. The interface for the printer is nothing to be proud of either....simple tasks are hard to find, and it refuses to let you save some options as default settings ( like printing in fast draft to save ink! ) so you have to go through several steps each time you want to print a page.This printer is just trash, and would never buy one again. I would give it ZERO stars if possible.HP, do your image a favor and stop selling this printer ASAP.",0,0
R2IT4M9RIG2GUQ,"So we ordered 2set and one packet had all 60 stickers but the 2nd packet only had 40. We tried getting a hold of the seller and no response.. I mean the stickers are nice and good quality, but I needed all the stickers. I don’t like to get gypped.. so 2 stars for missing sticker and seller not replying",0,0
RKPF81FJL31XX,Sorry but this didn't work in my Epson printer. I've used other after market brands before that worked great as well as the Epson 127 cartridges. Gave it one star for timely shipping.,0,0
R19YUFPW66Q78Q,"These labels are terrible! Cheap, thin, they wrinkle in the printer, they don't stick and the perforations do not tear cleanly. I purchased these in July and after using up my previous supply of awesome labels I got somewhere else I recently started using these.  What a disappointment!  Asked to return them for a refund and the seller refused saying the time had expired.  I see some positive reviews on here that are quite old... I suspect that  this seller sold a better quality label a couple of years ago and is now pawning off this garbage for the same price. Stay away from this seller, what a rip off!",0,0
R3CXTG4JWDMPWD,I would of given it 5 stars but the fact that I had to cut each one out by hand after I realized that the die cut was not cut all the way through. This process took hours due to some details.,0,0
R1ZYM2U1VSB1RC,"I was happy to have these cartridges on hand for when my ink ran out. I needed to finally replace the black ink and installed it only to see that the cartridge is defective and it prints with gaps across the page. I did an alignment on the printer to no avail. It prints well in the other colors, just not black. The instructions in the packaging leave me no way to get in touch with this seller since I purchased it more than 30 days ago. I’m hoping that perhaps the seller reads these reviews and will get in touch with me so I can change this review.",0,0
R2RJVSAXXB865V,"Just don't buy it!! This item comes rolled up in a tight cone. It does NOT lay flat. I tried taping the edges down and the tape won't hold. It is somewhat difficult to read through it, but that would not have been an issue for me if it had just lay flat. I have no idea how it got the other five star ratings. I hope my review doesn't get buried...$30 throw away...not worth trying to send back.",0,0
RCYVV61ALV867,This review has nothing to do with the product. I ordered the product late October but have yet to see it. It was charged on my card by my bank 11/26/2013. CHECK CRD PURCHASE 11/25 AMAZON MKTPLACE PM AMZN.COM/BILL WA XXXXXXXXXXXXXX06 303329731080590 ?MCC=5942Here is the message from using the tracking number as of 12/31/2013.The supplier is C J Shop.,0,0
R2RV2KO26DAPZV,"I should’ve read the reviews before I purchased!!I wanted the bold, black hanging folders shown and not these dark grayish folders that came.Even the box shows the true black folder.Pretty disappointing.They’re flimsy and thin, but that’s ok since they are made from recycled materials. I just got these so I’m not sure how durable they are yet.If you want true black folders, these are not it.",2,1
R2IV1ION2H5R46,"I placed the order based on reviewers reports. Unfortunately the cartridge I received proved to be of bad quality, Upon printing there are smudges along one side. to an extent that the printed material is unreadable. Placed it aside and ordered an original HP.",0,0
R1TM4Z91FFXIF0,"I have had this printer for a year and it works fine for me  It prints, scans, and copies, just like HP said it would.  So why the low rating?  Here's why.....1. I had Best Buy Geek Squad set it up for me when I purchased this printer with a new computer.  It took him over an hour to hook up the printer and had to call for help in doing so.  So I figure if it took him that lon, there is no chance a non tech person could do it.2. The printer ink is expensive.  I also heard HP is installing microchips on their ink cartiages so you can't refill them.  I think I will go with a Kodak printer next time.3.  When I scan, it took a while to figure out how to change the format from JPEG to PDF.  HP doesn't like to make things easy.4.  When I scan to PDF, it will only let you scan one page at a time.  So if you have a multi page document, it gives you a separate document for each page.  I did find a nice free program on the Cnet web site that merges your document together.  It is by Adolix.  It works great.  But beware, there is a different program that they say is free but puts a big watermark on each page.  You can only get the watermark off if you buy the program.  There is also a free service at [...]  I have tried that and it also works great.So in summary, I would certainly not buy this printer again.",0,0
RRG2OTT350LVA,I had to get rid of this printer as my use was not enough to keep up with the color cartridges which dry out at a fairly rapid rate. It prints OK. It might work out OK for someone who does a lot of color printing.,0,0
R6U5DBH3E79K8,"Having borrowed an 'ancient' Minolta negative scanner from work, I decided to buy myself one that would digitise 110 negatives.  I read the previous review about how easy it is to use, which is absolutely true, but I am so disappointed with the quality of the pictures.  At first I thought it was due to the age of the film (18+ years) but I compared a 35mm negative scan with one I had digitised on the scanner from work and the difference is very noticeable, even when using the highest quality settings.  You pay for what you get!  Now I am going to see how good they are at accepting returns, because I would rather pay more to preserve precious memories.",0,0
RR94BA6GACWSQ,"I bought this sharpener based on the stellar reviews. I am a teacher, and I counted on its durability to get me through the school year. It lasted two months and then quit working. The window has closed for return, so I am very disappointed.",0,0
RSSY5NVXE7IJ7,"I order a lot from Amazon and usually don't write reviews, but purchased this for my son heading off to college, liking the idea of everything being included.  Save your money by going to the Dollar Store!!  The organizer is so small and flimsy, the scissors are smaller than a children's scissors, everything is just cheap and flimsy.  Returning today.",0,0
R35OBB4V75A2N4,"This isn't a highlighter it's pretty much a crayon. It looks worse than a dried-out highlighter on paper, and leaves a residue on the paper like crayon wax. I'm so mad I bought these- I actually bought them from my college bookstore and I was so unpleasantly surprised I felt the need to find somewhere online to give them a bad review.They're horrible, don't buy them.",0,0
R21HOOR5SI08NJ,"This is EXTREMELY flimsy. I’m not sure why it has so many good reviews. It has really nice wood touch to it, but the legs of the table are poor material and flimsy. You can’t write on or do much with it than just it holding the laptop.",0,0
R1NVPE2WX2MNF4,"The ink does not print in my Canon TR8520 PIXMA printer. It seems to be compatible, the tanks are full but nothing. At first I had some printing, then it decreased to spotty and now the page are blank. I have done maintenance and cleaning.  Maybe more stars for other printers but I would not recommend with a TR8520",0,0
R3KBZ2YD0JXYJI,"Let me start with the printer would not be bad if I could’ve connected to wifi. From the time, I unpacked it, I had issues connecting. The instructions were horrible and calling tech support to help troubleshoot was no help at all! I purchased on 3/8 and I don’t print a lot however by 4/6 my red light came on stating toner end of life . On 4/6 I called complaining about this and there’s no way this toner should be at the end of its life. The person was supposed to send me replacement cartridge instead put an order for another printer. I had to send the old printer back, which I did on 4/7 and I was supposed to receive a new printer on  4/7. I still do not have my printer and called Amazon to cancel my order and refund me a full credit. I will be ordering another laser jet printer. It printed fine however I had to plug my usb cable from printer to my laptop every time I had to print and this was supposed to be wireless. Amazon was great but I’ll never order this brand again. I gave the rating because of issues with set up and tech support.",0,0
R2ZG3EQTA6EU1F,"My password keeper was missing pages under the first tab (A-B). I counted all the pages--there are only 65 in my book. Each tab has 5 pages for logging website info. Since it is advertised as having 75 pages, I'm assuming I received a defective book. I have contacted the seller and will follow-up this review after I hear from the seller",0,0
R2ERXPK6IOP6BW,If I could give this product negative stars I would. The boxes were flimsy and the tape came off the roll in pieces when it came off at all. Do not waste your money,0,0
R324FRYFYFHJH1,"I have loved most of my BIC pens, but not these. After only a few minutes of writing time, every one of the colors quit writing. Not out of ink, more like the ink is dried up. No amount of scribbling will restart the ink flow. And since they're not returnable, I'm out of luck. Good thing they weren't expensive pens. If I could give no stars, I would.",0,0
R30GF724OF3C2W,Should have read reviews more thoroughly.  Apparently this chair has a history of breaking armrests.,1,1
R1HBWKTLJZAGLJ,As a phone it is 4 stars and customer service is 5 stars! However the whole reason for buying the phone is the video and phone doorbell. That is why I give it 2 Stars. I can't tell if the person at my door is even male or female. Even and clear afternoon daylight. The quality of the photos is just terrible.Amazon won't let me add photos,0,0
R15XNHND0YWSV7,I would give this product a no star rating if I could...  Never worked to begin with and then they wanted to charge me half of what it cost to return it!,0,0
R36W7WZUHZDIEZ,"UPDATE:  I've had this printer less than 2 years and it's belly up.  I rarely use the printer and haven't had any problems up until now.  Docking 4 stars because there is not any support for the printer.  Now I have a huge paper weight sitting on my craft desk.  NOT happy about that.My only con is not being able to hook it up to the Wi-Fi, but that's user error I'm sure.  Prints very fast and it does exactly what I want it to do.  Added a laminator to my collection and my foil cards are coming out fantastic.  Very happy with my purchase!",0,0
R3JY1UPPJM4OK,what you see in the picture is not what you get. I bought what i thought would be a new epson cartridge in box. instead i get a used epson cartridge in a bag... ok well packaging is not everything i can deal with a manufactured cartridge no biggie there was planning to dock one star fr this... then i put it in the printer and it out of the box registers as low on ink. then when I  figure it must be a re-manufacturing thing and i will just hope it lasts... well it got 2 of 5 pages of TEXT... text mind you a 12 point courier new on 8 1/2 x 11 paper and it fails. i bought a re-manufactured LD cartridge for half the p[rice that also had amazon prime shipping at the same time to compare it to and seeing as the re-manufactured one has already printed 20 pages it has proven at least 10 times better than this one and it registers as full on ink from the start/still does now these are supposed to last about 300 pages of text not 2... do not buy this product!,0,0
R2OZF3WN33WUGT,"of the first 10 that I checked, half were badly cut, i.e. a normal sheet of paper won't fit in them. Will contact seller to get a replacement.Other than that, very thin and flimsy, which is OK if you need something that won't take too much thickness, but if you need something sturdy, pass.Update: Amazon gracefully refunded my order and later on I ordered another set. This one is perfect (I will subsequently post another review)",0,0
R1O2C41UQBPF58,"Big and Tall says it all.we got this for my fiance which is 6'11 and about 260. He goes through chairs rather quick.we bought another chair Christmas before last and with in a few weeks it was done for even had replacement part sent to only break is a different place this was a 200 dollar chair.What he likes about this is at his height even in the all the way down position he can still sit comfortably.The chair is large enough that i am 5'6 and can not sit in the chair with any height on it as my feet will dangle yeah that's right dangle like a child in a big chair.It seems very well made one gripe i had is the casters are not metal.But the part that holds the casters is metal.As for right now so far so good.But My fiance has stated that it starting to feel a little funny i hope this is just where it is getting broke in.If the chair starts to have problems i will re post about it. Until then let hope that it is worth the money we paid.  ****************************************************  UPDATE  ***********************************************************Sadly right after it hit the 2 year mark it broke.The welds of the metal piece that connects the chair seat to the pole broke,So when you sit it flops to one side.The weld should have never broke on this chair as it was rated 350 lb. the heaviest person to use this chair was 260 and he lost weight shortly after getting the chair.I contacted the manufacturer about a replacement piece but they would not replace unless i paid for it.I'm sorry but for as much as i paid for it,It should have lasted longer.",0,0
R3N68RFQWFAV02,Does not deserve any star!,0,0
RFC8OKDUD312M,I got it for when we traveled but honestly i wish they were more sturdy for travel people can go by your room and year them  great concept but please make them better like hard plastic which is what i thought i was getting just was happy with how they were made of that were made allot better and made of  think plastic i  would of gave you 5 stars,0,0
R2619JZ36HES87,"It was ok for the first two years then the buttons started to stick and I started to have to press on them multiple times, or press hard to get them to work.  Now it is in the garbage.  Happy it weighted out to the 0.00 gram, not just the total gram.  Giving it a star for that feature.",0,0
RHEF9UXNKACFL,I bought this printer thinking it will last me a few years or more and it did not! The touch screen stopped working and went blank. I tried to do everything to fix it but there is simply no way to fix it. DO NOT BUY!! This printer is a waste of money and time. I wish I could give this piece of crap no star!,0,0
R1JG81SZD4QZOU,These cards are super cute.  The reason I gave a 1 star review was because I only received 30 cards and not 36 as advertised.  We are missing the RED cards with the string of pink hearts going back and forth.  The price is still decent for 30 cards BUT now my kids do not have enough to give valentines to everyone in their class.  Disappointed that I need to order more to make up for the shortfall.,0,0
R3OAOW1L7EX886,It hasn't worked at all at my house as it keeps short circuiting the whole house and it's electricity. I wouldn't even give it a single star as I've tried it in different houses and found out that it does the same thing over and over again. please take this back and give me a refund.,0,0
R2884F4TNL9R2B,Classes to necklaces. Very expensive by the way. Didn’t disclose could happen in reviews. Out of return window. Worked for badge purchases basically.,0,0
R255FTP4ALGD13,"This is the my first review on Amazon. The reason I want to add this review is to remind others not to be fooled by the image! the board is not included. only three metal frames were shipped. I thought they made a mistake at first, but when I read the description carefully  I found I made a mistake. It is really a waste of my time!",0,0
