review_id,full_review,rating_managment_explicit,rating_managment_explicit_ohe,disagreement_with_ratings_ohe,combine_tag
RLM4EY71EOUDP,"Diana Krall does not have a naturally great singing voice.... but I own nearly all of Diana Kralls jazz CDs and have considered myself a fan of this bright talent for several significant reasons.1. Her vocal PHRASING has been incredible.  Jazz is a difficult genre to sing because the phrasing and the emotion a singer places on certain words or phrases in a song become paramount. Sarah Vaughn, Anita O'Day, Carmen McRae, Billie Holiday and Ella Fitzgerald all had superb phrasing and expressed great emotion in their singing, and Diana became heir to this style and yet had a magical and unique phrasing all her own. It made her a bright young star in the world of jazz.2. Diana has consistantly taken the high road in the QUALITY of the songs she has selected with her producers. The songs she has performed are genuinely classic, timeless and difficult to sing. Diana met the challenge and not only performed them without ""vocal gymnastics"" but respected these songs in the way Frank Sinatra did.... allowing the song to be heard as written by the composer. Lyric and melody intact, yet charming us with a style and musicianship clearly her own.3. Diana's arrangements were thought out, subtile, expressive and appropriate for the song. Superb full-scale arrangements by Claus Ogerman, or simple combos with Diana's signature piano style that carressed the song melody so perfectly.""The Girl in the Other Room"" has NONE of the above. The original songs on the album are not sophisticated nor particularly interesting enough to need great emotion, and they don't get much of it here....  and the lyrics and tone of these tunes seem to be self-absorbed and, funny enough, depressing. The remainder of the songs, though better constructed, do not suit Diana's voice or style, though she has given it her best but she is on very foreign turf here. There are plenty of singers who do this very genre much more justice... Norah Jones, Mary Chapin Carpenter, Sarah Mclachlan, Tierney Sutton, Bonnie Raitt and Rickie Lee Jones to name a few.For ""demanding"" jazz fans who crave those rare albums of sophistication, romance, passion and musicianship in lyric and melody that (Diana has given us in abundance in the past) will find this album a huge disappointment both musically and emotionally. Those who enjoy a simpler style of pop won't mind this album, but would be better served by those mentioned above who perform it so very well. If Diana is indeed experimenting with new styles of singing, perhaps a country, blues or hip-hop album is next? She would perform those just as well... but what for?",0,0,0,0
R2FBYD41QSX4UI,"The author is obviously very successful and the book well rated, so maybe it does contain useful advice.  However, for me this wasn't the right book.  There were a few too many generalisations about boys behaviour, and I found some of the idealistic, structural suggestions (like boys starting school one year later and being in a class with girls one academic year younger) very unhelpful.  When purchasing I was hoping to gain more of an insight into the mind of a seven year old boy, but didn't feel that this book provided that.",0,0,0,0
R12RM59DLROR0J,"Well even after reading the reviews I couldn't imagine Cars 2 being so dreadful after how wonderful the first film was.  My children all enjoy the first film.  However, I was mortified when I saw a car being tortured and then killed!  At this point I was so thankful that my children weren't even interested enough in the film to watch more than 5 minutes and by this point in the film they had lost interest entirely.  While the plot is OK - it is not geared towards the same audience that the previous film had been, and it is quite complicated for young children to follow.  I do not want to explain why cars are being tortured for information to my 4 year, let alone my 8 year old.  I am shocked that this film doesn't carry a PG13.It is unfortunate the beloved characters from the previous movie are almost all left behind.  Further the movie isn't just dark in the sense of the plot, but it is just dark.  The previews on YouTube have the best parts of the movie - stick to those and you won't waste your money or be terribly disappointed.I wish I could take the movie back.  It was a complete let down and waste of money.",0,0,0,0
RZ2U7HXB8ZWNR,It only works 1 out of 20 times when i try to print something. I keep cleaning the ink system again and again and still extremely poor printing. Better spend some extra money and get better ink. I got this one as it had high ratings but not sure how it got all those high ratings!,0,0,1,1
R3E05PVO5M23OG,"When I bought this product I was happy, they worked fine, but then I updated the firmware on my printer and they are no longer recognized. So it's really a gamble, I would have given them a 5 star rating before I updated my firmware, but now it appears Epson found a way to stop people from using ink that wasn't bought directly from them. If you have an older printer you may want to give it a try, but it's a risk.",0,0,0,0
R1KYLZI82RLKL1,This item will work good enough for my needs so I won't be sending it back. The reason I gave this a two star rating is because they say that this is 8.5 inches long and it is only 6 3/8 inches long. I don't like lies so they get 2 stars from me.,0,0,0,0
R2FN9FN2DOPYD2,"Oh boy....amazon is charging you for this??This review is not about the music, but the format release.Its GARBAGE. Looks like a cheap PROMO release. A very low quality digipack, with no booklet, no info regarding the album, nothing.To complete the ""picture"", they used the WORST METHOD TO STORE A CD EVER: a cardboard envelope. This results in many scratches every time you take the cd out.Seriously...this looks like a promo cd you will get for free buying a magazine, or a sale off in your local wallmart. It's amazing amazon is charging 12 bucks in pre-sell.Avoid it!",0,0,0,0
R24XQDHRGYZR0H,"This thing is acceptable.  On the description on AMAZON it claimed to safely hold up to 700 lbs combined (350lbs each strap since there are 2) but description on the actual straps reads ""400 lbs"" so I figured I got hustled and fell for the BAIT N SWITCH ( as you can tell I am very weary of ordering stuff online)  So I looked on the NHO website and found they only sold 1 kind of strap and the links all lead to the AMAZON website order page and nothing else.  I feel that I paid for  ""super strength straps"" but got conned and then got ""baby straps"" instead.  Either way something is wrong and needs to be fixed.  So far it worked fine for me. Now I know why it's called ""HANG TIGHT"" hammock straps. I'm hanging tight alrightI have my own rating system:1 - Buyer Beware, better off wiping your ass with your money than to buy this item.2 - Item is acceptable, but I will always explain to people that I over paid for this item.3 - Item meets my expectations, I am apprehensive and have low expectations for items I buy online.4 - Item goes above and beyond my expectations. Do yourself a favor and buy it.5 - Reserved for customer service calls. Star means Rep acted like a human being and not some animal.",0,0,0,0
R2BIEXGUH1V9PB,"WARNING:  Spoiler alert.  This review, and many others, contain plot twists and info about the ending.With prolific authors, I find there are three kinds of readers:  Those who love everything unconditionally, those who love the initial product but turn cold when the author doesn't merely write carbon copies of the previous books, and those who are willing to go where the author leads and enjoy the books (or not) on their own merit.  I see lots of reviews here that are in the first two categories, and a few in the third.  This review falls into the third.I came to the Cornwell novels only a few years ago, and have read all the Scarpetta books (in order) and the other Charlotte-based fiction.  I've also read the Jack the Ripper book.  I have absolutely NO emotion about a writer attempting new things.  Some people say ""how dare she"" not write only fiction, or only Scarpetta books, or only serious mysteries.  So, I appreciated what she tried to do with the Isle of Dogs, etc. books.  (Anybody ever heard of Carl Hiassen?)  While I think her Jack the Ripper book has some serious flaws, again I don't have a problem with the attempt.It's true that the Scarpetta books had gotten increasingly dark, especially with the death of Benton.  Some readers are angry about this.  Again, if that's where the author wants to go, I'm willing to go along for the ride.  I did hope, however, that this book would lift some of the cloud, because there's only so much misery and depression a reader can take, when it's about a character who did not start out that way.  There is light at the end of the tunnel, here, but it comes about in a completely bizzarre, soap-opera fashion.The fact that Benton is back from the dead is a lame plot twist that I would have NEVER expected in this series.  It's a tired cliche that is shocking in its very appearance.  Lucy has never been a likable character, and now she's a self-appointed assassin?  And what's with her coming on to her male partner?  If she were to discover she's bisexual, that could be interesting, but the explanation given is unbelievable.The end of the book is sloppy and rushed.  Bev is shot from a helicopter.  Boom you're dead.  Jay and the Baton Rouge woman are supposedly killed out of sight of the reader.  THAT is suspicious in the extreme.  Either it's incredibly lazy writing, or we're being set up for another resurrection or more fishiness with Benton.  No matter how you slice it, I felt as if I missed the last 1/2 hour of the movie, and a friend summed up the plot for me in a few sentences.P.S. The brand-name tossing and status consciousness and the exquisite tastes and personal habits of Scarpetta, Lucy, and Benton got tired along about book 3 or 4.",0,0,0,0
R1FIJ3WU6W60JG,"This printer seemed great. As a gadget hound, I loved the fact that I could just send pictures from my phone, wirelessly, and have them print to the photo tray. Over time, and not very much at that, the printer started coming up with new and inventive ways to not print.About 99% of the time, it won't accept the paper...from any tray. It's so slow to attempt to print as well, so you'll be ready to throw it out the window by the time you've got a picture. Maybe if I fill the photo paper tray all the way...Nope. How about half full? Nope. How about if I only put one sheet of photo paper in there...Nope. How about a printing dance, and a let there still be ink chant? I think that worked...Aside from the fact that it doesn't want to accept any paper into its trays, it drinks ink at an alarming rate. I'm seriously considering an intervention. I've spent about $500 in ink, and have printed, maybe, 50 pictures. If you leave it sitting for a few weeks, the ink will just evaporate, and you'll be another $50 in, just to print that one picture you want.This printer does everything but print, so I'm only giving it one star.Hey, HP! Make your printers print well first, then add all the gadgetry.",0,0,0,0
R10N0JEY31V03H,"I expected a PAIR of bookends, like the picture shows and the product details describe, as well as what others left in review. I only got one. I don't think I'll be holding very many books up with just one bookend. Planning on returning it.",0,0,0,0
R32ZRHZ3NUP4YB,"It really should have tipped me off when all the four and five star reviews rave about how much they love Kelly Ripa, but neglect to address the actual book.I cannot consider this a novel. It's a ""cozy"" mystery. I will try the next one, praying Kate White takes reader comments into consideration.I'm not summarizing the book, because if you want a summary, read the one Amazon provides.This book could be hard to stomach at many times, as it is really obvious that White has written Bailey to be a younger, cuter, sexier, and cooler version of herself (based on Bailey's physical description--check out a picture of White--not so hot, but very similar to Bailey) and based on White's idealized general lifestyle (high profile friends, glamorous events, and please tell me what freelancer writing one article a month has NO budget concerns?) Yet, Bailey doesn't come across as young, cute, cool, or sexy. We are simply told that she's ""so hip"" and attractive; none of Bailey's speech or actions reflect it. I was just waiting for Bailey to complain about her arthritis or osteoporosis. No 33 year old acts like Bailey! (And why is every cozy mystery heroine 33, anyway?) She seems frumpy and ugly and totally stupid when it comes to men. However, Bailey naturally attracts every man she meets, fending them off with her ""wit"" and disdain. Come on.Also, why does every cozy mystery heroine have insomnia? God, if I wanted to read, ""At 1:00 the sleeplessness took over, and I finally fell into a light sleep until 5am, only to wake again at 6:30..."" It's already unpleasant enough to not be able to sleep, so why does anyone want to read about it in great detail EVERY night Bailey goes to bed?The other characters were very hard to keep straight (or care about), as none were fleshed out beyond what they wore. Oh, but if a character is mean, rude, or unhelpful, that character is inevitably ugly. But good looking people are ALL cool and nice in the real world, right? (No.)ENDLESSLY describing transportation! This might substitute for the lack of description of Bailey's surroundings if one lives in or is intimately familiar with NYC, but I can't keep reading ""...I walked two blocks to the Lex at 86th...""; ""I realized that the bus would be fastest, and ran to the corner of 5th and Park as the #12 pulled up""; ""it took me 15 minutes to hail a cab going the wrong way""... Too much.And this brings me to the worst part of the book: White feels we need to know EVERY SINGLE LITTLE THING Bailey does. Readers will not think our books are missing chapters if we don't know what Bailey did from noon to 1:30. And everything she wears. Every time she showers or bathes, as well as the water pressure and what soaps Bailey used. Loooong passages in which nothing happens: daily minutia including absolutely nothing and no activity that figure in to the book later, yet we still must read that: ""I put on a navy cardigan [yes, 33 years old and a cardigan is her go-to look], Brown capri pants, and my jeanS jacket [you write a magazine! People call it a ""jean jacket""!] and took the elevator downstairs, where I said hello to Bob, the doorman on duty, and collected my mail. I put my mail in my purse and walked east on Broom where I caught the L line to the Gloss offices. I dropped my piece off in my boss's inbox, looked at the stylists' mannequin wearing a red plaid cape and nothing else, and spent 10 minutes looking at my emails as I charged my phone. I walked out past the coffee station. It had started to rain, so I hailed a cab on 1st, ignoring the family of five who seemed in desperate need of a ride. I returned to my apartment and checked my messages: one call from a telemarketer, two college friends in town who wanted to go out for drinks and Landon wondering if I wanted dinner at his place...""...Oops, almost forgot the food descriptions. Kill me. These aren't delicious descriptions that result in the urge to make decadent, buttery 5 course meals. Instead, they literally include Bailey telling us how she cut the mold off cheddar cheese... then made an omelette! Riveting! And then: what she and every other person orders at cafes, restaurants, or pubs, right down to their (inconsequential) beverage choices; what she scavengers from her one-night-stand's fridge; the butter lettuce in her fridge (then ""I washed my fork and bowl and put the lettuce back in my fridge...""). And I don't care that her fridge is in a constant state of emptiness. I just want to scream, ""Go to the damn store!!! Go buy something to eat if this is always an (again, inconsequential) detail. We get it, Bailey and her non-existent budget always eats out because everyone knows all freelance writers can do that. We get it. It's NYC.As a matter of fact, this book feels like Kate White is living vicariously through Bailey--cooler name, cooler clothes, cooler face, cooler experiences. But Bailey just comes off a cold.",0,0,0,0
R1JG81SZD4QZOU,These cards are super cute.  The reason I gave a 1 star review was because I only received 30 cards and not 36 as advertised.  We are missing the RED cards with the string of pink hearts going back and forth.  The price is still decent for 30 cards BUT now my kids do not have enough to give valentines to everyone in their class.  Disappointed that I need to order more to make up for the shortfall.,0,0,0,0
RHATZ44BRBQH2,Big and tasty! I rated this 2 stars because in the pic it looks like there are a LOT more than there already are. There are actually just like 10 gummy sharks.,0,0,0,0
R2RQSTMQPYBW8V,I didn’t notice the negative reviews saying that the corners of this mouse pad curl up but I noticed it immediately after setting it down on my kitchen counter on DAY ONE. The photo was taken immediately after being unboxed. I’m returning it immediately because I’m sure it will only get worse from here and this is an expensive mousepad.,0,0,0,0
R3PHZNSKJ6UZ19,I usually dont send in reviews but this item needed clarification. I bought two of these things and when they came I thought yeah this will work. I filled out the back of the tabs for the different papers and was really looking forward to thinning out my files. I put the first batch in and it didnt go all the way in where I can read the tab. So goes it with all my papers! the folders arent deep enough for a reg size paper and when I got done ..WHAT A MESS!!! I couldnt see ANY of the tabs to see whats what!! I could have just stuck everything in a cardboard box and called it a day.. Im beyond disapointed...Biggest piece of junk I ever bought!! STAY AWAY!!!,0,0,0,0
R2SSEMS9A7VI9U,"Unfortunately the black ink cartridge disables the printer and repeatedly gives a message ""There is a problem with the printer or ink system.""  After working with a support rep who graciously refunded my money and sent out a replacement, I was able to reproduce the same problem.  Beware if you have an HP OfficeJet Pro 8600 printer!I would like to give a better rating due to the efforts of the customer service rep, but this is a review of the product.  The product description says it works for my printer but it doesn't, therefore I can only give the lowest rating.",0,0,0,0
R1AW03RLYOMVV7,"Two stars only for the price. Once I received the stamps it was just not ""upscale"" enough for what I planned to use them for. Tried to return and it was going to cost more to return than what I paid for them, so I have them to my friends kid.",0,0,0,0
R1P8ONUAODNW2M,I don’t write too many reviews but I agree with other bad reviews - The “slide bar” is poor design Doesn’t Slide.,0,0,0,0
R3DJ1GE8UXAV9O,"I should have paid attention to the details and reviews. I thought this was aluminum, it is a sticker!!! Worth 1/10 the listed price.",0,0,0,0
RR5EB2P1XZ3YD,"The Publishers Weekly review states that this novel was ""meticulously researched,"" but the reader is left to wonder if the sum total of Mr. Lawhead's research consisted of watching the move ""Druids"" while eating a bowl of Irish stew.  The multiple grotesque departures from historical fact in ""Patrick: Son of Ireland"" already have been chronicled by numerous other reviewers and so I will not bother with repetition here.Some 4- and 5-star reviewers will object that the book is a work of fiction, and should be taken as such.  Fair enough; but to write a book about a real person without apparently even having bothered to look at the original source material relating to that person's life (or possibly intentionally ignoring that source material) is inexplicable and inexcusable.  This treatment of the life of Patrick is similar to re-writing the story of the American revolution to say that it was Benedict Arnold who drafted the Declaration of Independence using Microsoft Word, that Paul Revere rode a hippopotomus on his famous Midnight Ride to warn that the British were coming, and that Benjamin Franklin was a Buddhist monk.Historical fiction is supposed to imaginatively flesh out the unknown back-story and details of the life of a historical figure--NOT to re-invent the essential facts of the subject's life.  ""Son of Ireland"" is merely an absurd farce--sort of a Patrician version of ""Monty Python and the Holy Grail.""  All that's missing here are a man-eating rabbit and the Knights Who Say 'Ni.'Give this one a pass.",0,0,0,0
R31HWFHR687721,These letters ARE NOT yellow. I saw another review that said opaque honey mustard..... honestly I can't think of a better term. Definitely sending them back.,0,0,0,0
R9PY3V4VCUL7T,The quality is poor and really just two star maybe!,0,0,0,0
R3OUJ7QKY9J01Y,"When these eraser sticks cost $1.59 for a pack of two in 2013, delivered, it was a 5 star product to me. Now that the cost is $4.72 for the same thing, a 300% inflation in price, it is no longer worth it to me.",0,0,0,0
R1G7LOZEY9J5LJ,Looks good. But the ink is too liquidity and just goes through the nozzle on to the paper when i was printing. I asked them before why is it just dripping out of the cartridge before. This has a good review so dont know. Try it if it works for you.,0,0,0,0
R36ZW6JNUMJ39M,"It is astonishing that a novel based entirely on stereotyped characters can be reviewed so frequently without any reference to that fact.  This novel is based on a hateful view of gay men, explicitly describing them as angry not to be interested in women, and jealous of straight men for their relationships with women.  The idea of the book -- chess integrated with the mystery -- is wonderful, but the execution poor.  After all, unlike good mysteries, we never learn the one fact that explains the truth until the end of the book, so there is no opportunity for us to play along with the protagonist in attempting to solve the mystery.  And, even though I enjoyed the read, the ultimate resolution is so hate-filled as to sour the rest of the book.  Overall, exceedingly a poor novel.",0,0,0,0
RCNCD7GOQU2H6,"If you actually had a 0 rating, that is what I would give these toners.  They are terrrible!  Do not work.  Had two I had to throw away and the others lasted half the time, write super light.  The box and plastic is the $$$ you paid for.  BUYER BEWARE!!  Not worth your money or time.  Stick to inkjetsuperstore.com!!!",0,0,0,0
R3PRDZBZGMRMZB,I am very disappointed in this item.  It is flimsy and my laptop slides off even though I added a grip pad.  I did read the other reviews but I can only agree with the negative ones. A regular bed tray or lap pad would have worked much better. I advise you to read all the reviews carefully before buying this. The plastic is cheap and will break easily and the desk portion doesn't tilt at any suitable angle for using while sitting or in bed (and your laptop will slide off the side). A waste of money.,0,0,0,0
RBFCXWM82JDOD,This would have been a 5 star review if all 5 of the cartridges had been ok. The yellow one only had around 85% of its width dispensing toner despite giving it a good shake to try and even out the toner.A real shame as the rest of the image equality was excellent otherwise. Luckily I still had some toner left in my original HP yellow cartridge,0,0,0,0
RK5XCG56FN4BU,Seemed adequate at first but after two months of moderate use the left side of the drum began retaining toner. When i took it out it looked like that side had come loose so was not properly being cleaned. black blotchy areas occur regularly at 1 inch intervals. Sometimes big toner splotches occur randomly and that has happened since we put it in. Could be the LD toner as well on the second point.going to try and get a replacement or refundUPDATE: Spoke with a Amazon rep attempting to get the manufacturer information in order to request coverage under their one year warranty listed on the product description. When the agent failed to locate the manufacturer information he issued a refund to my card and a return shipment label.... THANKSEdited to 2 stars....,0,0,0,0
R31DDJMVP5LZ5G,"Should have paid attention to other reviews. Arrived broken, gold plate off. Could not get glued back on with any kind of super glue. And could not get off the crap adhesive they used.",0,0,0,0
R2IA1NR52CO0J5,"This book was awful! I wanted to cry for the terrible way Christina was treated. I also wanted to shake some sense into her sometimes, I admit. Most of all I wanted to yell at and punch and whip Phillip himself. I don't think I've ever read a worse ""hero."" He wanted her for selfish reasons, the way he viewed things was so stupid it showed he had no common sense, this guy was more like one of those creepy bad guys in romance books, not a hero. I would have smacked him and whipped him myself, instead of yelling how much she hated him, as if that helped her. This book should not have been published. There's not a shred of love in here. No wonder Phillip's mother left her father! How could he possibly think their marriage was fine when she left him to live back in England? His brain was nowhere to be found, just like his decency. And if he shouted at her one more time about respect, I was ready to throw the book across the room. He showed her not an ounce of respect. I read all the reviews already, and decided to just give it a try, while expecting it to be not so good. It wasn't just not so good. It was the absolute worst thing she has ever written. This reminded me of those Rosemary Rogers books or Bertrice Small. Who could ever fall in love with those sheiks? They're so horrible! I don't know why anybody writes romance books about them. There's nothing that could possibly attract a woman to them. And if it's physical attraction, they're pretty dumb then.",0,0,0,0
R2PQMIDT5IKK7C,"I tried at least ten times to get the Inkworld XL Black cartridge to work. (Dabbed, shook, wiped, re-dabbed) Finally gave up. Photo is the best I could get it to reproduce. Bummer too, I had high hopes for it considering the high reviews. I did notice the Black XL did not come in a cellophane package. Maybe this dried it out.?",0,0,0,0
RG8IWEDZHARXL,"I read it because my daughter bought it for me for Christmas thinking it would make me laugh. It didn't. OK, it did, 3x, but humourist? I think I must have missed something. I gave it two stars because I was able to get through it, which counts for something. The puzzling thing is that this man apparently makes a living writing things that make people laugh. Hmm. Only in America.",0,0,0,0
R1P10MCDI3R89N,"I am so frustrated with this compass. I got this because it was amazon choice and I trusted it. But obviously reviews were farmed. There is no way to tighten it enough to work, or to sharpen the lead properly. very disapointing.",1,1,0,1
RXB3SP9AYL4NG,"The colors are quality and distinct. The markers are too wet though. If I use normal pressure to write, the ""dry"" erase ink bleeds out and can obscure what I'm writing/drawing. For example, in the letter ""e"", the top part of the letter may end up looking solid because of the ink diffusing out. I'm hoping this will become less pronounced as I use them more. I also like the container it comes in. It is practical for the markers storage on a desktop.Edit: Okay, it's been about 2-3 months. Lowering my rating from 4 stars to 2. The colors still bleed and run, obscuring my writing. The only way to stop this is to hold the pen perfectly vertical and barely push when writing (translation: can't be done comfortably). On top of that, several of them are drying up with nowhere near the amount of use my Expo's got.",0,0,0,0
R3CL4QCWRXZEIX,"I only hope that this was a quality assurance rather than a deliberate change of Avery product specifications. I have used these protectors for a at least 5 years and they were perfect. Now, I can barely squeeze in a single page and it buckles up (see photos by other reviewers). My last order now goes into garbage, just as I am looking for an alternative product.",0,0,0,0
R1DYXA81W41JRR,"As many of the other reviews said, these are super cheap and do not hold up tall/heavy books well. I tried to use them to bookend several records, and they didn't work well - they bent and all the records fell.",0,0,0,0
R3H5ID3FHJFQDP,"Before I write this review, I just want to say alot of people will disagree with it but i have my reasons and I will explain in further detail.  First in no way shape or form do I not feel sorry for what happened to shy, it is a terrible story and terrible life to live and am glad that justice was served.  What I am saying though is on the cover it says it is the most shocking story of abuse ever told, well not really if you had 10 other people that were sexually abused and write a book it would look alot similar, really no different to most other sexual abuse cases.  I felt as though through the whole book the author just felt sorry for herself as well.  I was hoping for a different ending where she told us about her life after her abuse, and how she overcame her life and was now helping others.  Dont get me wrong she does have her websie with her sister for support of those abused, but it just seems simple.  I also feel this book could have been written in 10 chapters or less as well.  Shy is abussed, abused again, and again, no one believes her. no one beleves her, gets sent away,, gets abused. gets sent away again is abused again, goes on her own has hardships along the way, they finally go to court, stanley and friends are found guilty, End.  That's pretty much the whole book in a nutshell.  I just have so many mixed feelings after reading this book, I dont really fell warm and fuzzy inside like I normally do after reading a non- fiction book.  If you really want to hear the most shocking story of abuse ever told, I reccomend picking up a copy of A CHILD CALLED IT, by Dave pelzer.  I think thats why I have so many mixed feelings about this book, because I have read daves story and know what is in that book, and what dave has done after is abuse and is such a huge advocate and supporter for people and familes that have been abused where this author does not.  So many mixed feelings, sorry if you dont agree.",0,0,0,0
