review_id,full_review,rating_managment_explicit,rating_managment_explicit_ohe
R1KHD0IPSOBJNQ,"While I'm a fan of Star Wars, this one left me cold. Neither my kids or I made it to the end; it's just boring - while it manages to introduce characters we know and love, it just doesn't feel like a Star Wars film. It's a shame as I felt the other standalone film in the canon was perhaps the best Star Wars Film of all (Rogue One), this one is hamstrung by having no sense of danger for the characters as we know they're all going to make it.",0,0
R26DVMA9WN69Y8,"While I didn't think this movie would be better than brokeback mountain, I did expect it to be up there with it.  I was sadly disappointed by Crash.  Just read any of the numerous 1-star reviews for the gory details.  I won't repeat them here.However, I can recommend TWO much much better movies that also follow multiple story lines and are based around car crashes.  Amores Perros or 21 Grams.  You might not need to see both of them, but either one would certainly be worth checking out.  Those movies have depth and emotion and REAL characters in them.  Not the tired stereotypes of crash.",0,0
R9L0IT0P136ZJ,"Despite the many positive reviews, the humor of David Sedaris is not for everyone.  I couldn't relate, and I don't find him funny.",0,0
R2RGQRAB123TAX,"I ordered this item for our school health room. When I read through the description it stated the quantity as 4 pieces however, when it arrived there was only one splint. The description was very misleading. I haven't had to use the product yet, so I can't give a review as far as how well the product works. I feel the description needs to be changed so that no one else gets mislead.",0,0
R11AZFYTDFF7TB,"Nice book for those who are really into eliminating sugar altogether. However, a lot of Stevia and brown rice syrup, (which is surrounded by negative controversy) is used in the recipes of which I am not a fan of. I wish I had been able to review some of this book before I purchased it.",0,0
R19ZW3XMVIFU7P,"Note: Review updated below on 4/8/18.I read this new book, tried the diet and did not have the succress Haylie Pomeroy touts with this plan.  My mother was a gourmet cook, so I was raised on real food. She didn't allow things like soda, marshmallow fluff or pop tarts in the house. She also thought cold cuts were bad nutrition and cooked her own roasts for sandwiches, which she also thought were poor nutrition anyway. So, I never lived on junk food as a way of life. My problem: Taking a job that required sitting all day for the first time in my life ... and gaining 75 lbs. over 16 years, despite exercise and eating well. And I probably not only gained weight, but changed my metabolism. So, when Haylie's book came out, I decided to try her eating plan.First, eating 6 oz of protein at a meal was more than I could handle and made me nauseous. Fish was easier to handle in that amount, but with today's seafood costing $10-18 per pound, that wasn't going to happen often.Second, all of the carbs and fruit during  Phase 1 on days 1 and 2 threw my blood sugar into the stratosphere. Don't any of her clients have this problem? Oh, right. Haylie Pomeroy is not a physician.Third, I lost 25 pounds during month one and lost no more weight after that, even when I followed the diet for 6 more months and exercised per the plan. What gives? My doctor thought it was too much food for me and too many carbs in Phase 1.But there is another, important reason why I wrote this review ... for patients on blood thinners. Ms. Pomroy claims, ""The Fast Metabolism lifestyle is the way we SHOULD be eating all the time, not just for the 28-day course of the diet! ...There's plenty of flexibility for working around food allergies or sensitivities, and any other restrictions imposed by medical conditions.""  I have friends taking Coumadin or Warfarin. This eating plan does not provide enough modifications for the strict dietary regime of people taking blood thinners unless you follow Phase 3 for 7 days. Anything with Vit K has to be severely limited, which are the mainstays of this eating plan: greens, lettuce and vegetables, many herbs, several fruits, some proteins (beef liver, tuna), tomato products - sauces, salsa, juice, etc. A friend who wanted to follow FMD cannot.The author also suggests drinking half your weight -- in ounces -- of water each day. So, if you weigh 220 lbs., you are supposed to drink 110 ounces of water. Well, not according to my Urologist, who recommended 64-80 oz.a day.Packaged Products Sold on Haylie Pomroy's Web Site: I reviewed the ingredients in the FMD ""packaged"" products from the pills and powders to the bars; my friend cannot eat any of them after checking with his physician because of what they contain (pea protein powder, soy, tocopherals, turmeric, inositol, etc.)  So, if you are taking Coumadin, you will not be able to eat the pre-made products except the Phase 3 protein bars. I think it's better to lose weight using real food.  The author will make a fortune on her packaged goods. Her Bars cost $42.00/box ($3.50 each); 14 servings of Phase 1 Pure Food Powder costs $54.00 + priority shipping method. You could buy a lot of fish for that money. I can buy Optimum Nutrition Organic Whey Powder (best tasting protein powder after BSN Syntha-6) in the 30 serving size for $25.99 and get free shipping. The FMD powder may have a few more grams of protein and carbohydrates, but I can't justify spending $67 on a tub of powdered food replacement. I'd rather eat chicken.All in all, I gave this eating plan two tries, lost the same amount of weight both times (which was a lot less than what I wanted to lose), stalled with no weight loss at the same point each time, and moved on. If a vegetable lover cannot lose weight on this diet, I have no clue what the answer is. All I know is that people should check with their PCP if they want to follow this eating plan because Ms. Pomroy is not an M.D.4/06/18 Update:  I have been meaning to update this review for years and finally got around to it. After reading other books about weight loss, cortisol, insulin resistance, diabetes and obesity, there were several authors I connected with:  Dr. Robert Lustig, Dr. Joseph Mercola, Dr. Jason Fung. The one that was the best for me was Dr. Fung, who wrote The Obesity Code  The Obesity Code: Unlocking the Secrets of Weight Loss  (his newest book is The Diabetes Code  The Diabetes Code: Prevent and Reverse Type 2 Diabetes Naturally ). I learned that meat is converted to amino acids, but when it's eaten in excess it is stored as white AND brown fat. Lightbulb!  Why didn't any other author ever mention this in a ""diet"" book before? Always thought excess protein was digested into amino acids which ""hung out"" until they were needed!  Now I know why I had elevated blood glucose which I never had before and why I was insulin resistant and borderline Type 2 Diabetic after following The Fast Metabolism Diet: too much protein, too much starch, too much fruit, eating too often (i.e., snacks between meals). Dr. Lustig was right in his nutrition class The Bitter Truth: Sugar or products that break down into sugar are toxic!  So the Whole Foods apple with natural peanut butter that I ate 3 hours after lunch wasn't so healthy after all. Thank you to all those doctors who told me to eat 5-6 small meals each day. It didn't work. Grrr.Admittedly, conventional thinking about food and the food pyramid have gone through several changes since the 50s. When we used to eat three squares a day with no snacks in the 60s, we gravitated to a low fat diet in the 70s and grew wary of saturated fat in red meats due to heart attack risk, and moved on in the 90s to 5 or 6 ""feedings"" per day including meals, snacks, protein bars and smoothies, which was diastrous for me. It's time for the USDA to replace the old Food Pyramid calling for 6-11 servings of grains and starch per day for one that focuses on vegetables, protein, healthy fats, fiber and whole grains with notes about sleep and fasting.Through using a LCHF eating plan and ensuring I maintain a 12 hour ""fast"" between dinner and breakfast if not a few longer fasts, I have passed the 25 pound mark and am on my way to lose the rest, and it's only taken 10 years for me to find the right solution to correct insulin resistance and eliminate high blood sugar. Thank you Dr. Jung. Oh, I donated Haylie Pomroy's book to Goodwill because I am sure someone has to lose only 25 pounds. And I also asked my friends to remind me of what I always said before reading The Fast Metabolism Diet, ""How useful can a diet be when the book is written by a someone who's not a doctor?""",0,0
RCNM5641JKVK9,"Review Disclaimer:  This review is for the Theatrical release of this movie; I have not viewed the DVD.I have to tell you, this was the worst movie I have ever seen, second only after maybe, Criminal Law, with Gary Oldman, and Kevin Bacon.  Okay, this one was worse, now that I think about it.I saw this one in the theaters about 17 or 18 years ago.  I think I remember sneaking into it, or going in quite unwilling, but it was the only movie starting at the time I was there.I began watching, and it seemed like it was a few minutes into the movie, and no advertisements ran.  I watched, as some characters came onto the screen, and weird gibberish came out of the speakers.  I had heard it was a really strange movie, so this didn't put me off, ...yet.  But then I started seeing weird things, like smoke suddenly appearing, than being sucked up, and people walking sideways, and backwards.  Well, I think you're beginning to catch on.  The film was running backwards, or something.  I'm still not sure.  So, what's the big deal, you ask?  Read on.HERE'S THE KICKER!!!!  There were about 20 people in the audience, and nobody, not one person realized what the problem was, until about 3 - 5 minutes into the film!  I'm not kidding!  It was the most bizarre theater experience I've ever had!  Finally I stood up, just as one or two other folks were standing up to go complain.Well, I didn't return to the movie.  It was like some kind of sign, telling me to leave the movie theater.  I think I asked to go see another film instead, and never looked back.This is a true story.  I'm not kidding!  This happened in the area of South San Francisco, in the Bay Area, San Francisco, sometime around 1987 or 1988.MC White said:  Backwards smoke and gibberish is a message from above; leave the theater!",0,0
R1QWPCENT4UTH2,"This is a great album i must have heard some of this stuff when i was a kid but i never knew who played it till recently. This album has great classics like running with the devil and i really got you. The only fault i can pick in this album is that i feel some parts of eruption is over worked but once it gets into the general tune its a great song.And Avril_Lavigne#1fan i noticed that your always saying in the linkin park meteora CD reviews to stop the hating but i think your a hypacrite because u come in here and bad mouth Van Halen and Led Zeppelin Around here it goes u give a little u get a little You show us respect we will show u respect even if the music u listen to is created by half wits. u have a twisted idea of who are guitar legends if were talking about people that can barely play a guitar and hav riffs that a 3 year old could master then damn blink, good charlotte, linkin park and lets not forget avril lavigne take the cake. but if we are talking about the legends of the guitar world then i thinf those bands dont come close. I also noticed that u right reviews on Van Halen and Led Zep without evan listening to the songs on the album and judging it on its MTV air time. I'm sorry to break this to you but MTV sucks. All they do is play all the stuff like r n b, rap, pop, hip hop, nu metal (a plague on the metal name) and wat they call punk rock which it isnt punk is the sex pistols, the ramones and similar. PUNK IS DEAD!!! I think it u should stop posting reviews with real meaning except to bad mouth great bands and to give ur bands obvious 5 stars because u look at it with a one eyed approach",0,0
R39E159FJCDA7Y,"Let me tell you the story of the actual physical copy of this book I borrowed from my stepmom, as it is actually quite a metaphor for how I feel about the content inside.  I was bored one day so I asked my stepmom if she had any good books I could read (this, perhaps, was my first mistake).  ""Me Talk Pretty One Day"" was one of the several books she offered.  From the reviews on the cover, Me Talk Pretty One Day seemed ""wildly entertaining"" and funny.  I brought the book to work to read on my downtime, but wound up (before I had a chance to start it) lending it to a coworker who needed it more than I did.  (My coworker had even more downtime.)  She got about fifty pages in, thought it was alright, but opted at that point to play Slingo on her phone.  She put Me Talk Pretty One Day in her purse where, later on, a bottle of water mysteriously opened up and poured onto the book, soaking it through.  Other more important and expensive items were in her purse and got ruined but she felt particularly bad about this book because it was not hers.  She thought it was mine.  She said she was sorry; told me she would replace it, but I told her not to worry, the book was actually not even mine but rather my stepmom's and I didn't really care.I'm sure this only made her feel worse.I told her we would see how the book dried, then determine whether or not a new copy was needed.  It dried in time with the aid of a space heater and, as it turned out, only the pages were slightly wrinkled and warped.  The text was okay so I figured the book was okay and my coworker needn't worry about replacing it.  It was at this point that I resumed possession and began to read it.  I too thought the book was alright- moderately entertaining and humorous- but ultimately pointless.  By the time I got to disliking it, my reason being the book is what I titled this review, I felt I had invested too much time to just stop and not complete the book.  So I kept reading, hoped the next story/essay would be better than the last (they weren't), until the end.When I finished, I brought the book outside, placed it into a used aluminum cooking tray, and lit it on fire.  The pages were too badly water-damaged to return to my stepmom anyway.",0,0
R505ZASP03OO5,"Received100 lids that do not fit the cups. Fall right off. Ordered the 12 oz cup size and it appears that possibly the 16 oz lids were sent? Sending back!Product review is for Green Direct Plastic Ultra Clear Cups With Flat Lids for Iced Coffee Bubble Boba Tea Smoothie (100, 12 Ounce)",0,0
R10QBTKWZGR1BS,Based on the reviews and the books description I thought I would love this series. I was extremely disappointed. The writing was confusing and hard to follow at some parts. Would never recommend this book and obviously I won't be reading the next two books in the series!!!,0,0
R2RO1HPZNU3X4F,"I know I'm going to get mass bad votes on my review, but I wanted to put in my 2 cents.As far as the movie goes, the visuals and acting were pretty good.  Portman was believable in her emotion, and Weaving was great at portraying emotion even with his face concealed by a mask.  But for me, that's where it ends.I do not understand the opinion of who say this movie is 'thought-provoking' or 'deep' in any sense.  It has been pointed out in previous reviews, that right-wingers are the only ones finding any thing wrong with this movie, because it offends their political views.  Now, I'm not a conservative, but could it also be said that left-wing people find it enjoyable because it somehow supports their beliefs?First of all, the 'hero' wears the mask of a religious extremist himself.  How ironic is that?  A brief history lesson of Guy Fawkes will tell you that he tried to blow up the House of Lords not to gain 'freedom' for the masses, but because Fawkes was a Catholic and James I was a Protestant.So V tries to free everyone through violence, and in the end, he leaves everyone else to clean up the mess and fill the power vacuum that is left behind.  Just like a terrorist.  Create mayhem and destruction for thier own views, and leave the rest of us to pick up the pieces and move on.  This movie was juvenile in its themes and ideas, most notably that the UK would ever be ruled by a Christian regime.  I'll only say that if you want to see a good movie about authoritarian rule without all the blatant political propaganda, go rent Equilibrium.  That's a 4-5 star movie.",0,0
RYGXAN816TLL6,"I like the overall design and simplistically of the machine, but not very happy with its performance. I don’t think this UV light puts out 72watts as advertised because my nail polish lifts and peels after two days of applying. I compared it to my other 72watt UV system and my nail polish stayed on as expected which was around 2 weeks. I’m only giving this light 2 stars.",0,0
R1XDYL27Q2MDD3,Just to lower the rating. This book is really well written and very engaging. Jeff Wheeler with another amazing book. Cant wait for the forsaken throne.,0,0
R1GX1GHSI1OQW0,"There was one reason and one reason only I ever selected this book--it is the book for the Common Reading Initiative at my alma mater, Mississippi University for Women, and I was curious about it.  The reason I say that is because I didn't like the book but I'm perfectly willing to admit that my love of happy endings and pleasant plots (you don't see me reviewing any horror  here, or murder mysteries or too many other books that are filled with death, blood or gore) may be the reason.Two words that come to mind when describing the book are ""wet"" and ""gray"".  It rained all the time, a heavy driving rain, and then wind blew.  There was no let up.  There had been no let up for weeks, as noted above.  Many of the characters smoke, and smoke frequently, adding to the gray aura.  While there are a few bad guys in the book, most of the people are gray--they do bad things but aren't evil people; deep down, they are just trying to survive.I will say that the writing is well-done.  The language itself paints pictures as vivid as photographs.  Michael Farris Smith is clearly a gifted writer; I just don't happen to like this story.  I like sunshine and happy endings and this book had neither.I'd like to thank the publisher for making a review copy available on NetGalley.  Grade:  C (A book I didn't care for, usually for a stated reason, but which you might like.)",0,0
R284L3MADWXTOU,The Winsor & Newton Cotman paints are fine. But this tube came in a lightly padded envelope and had apparently been stepped on or otherwise squashed. So this poor rating is NOT due to the product quality but the careless packaging.,0,0
R3HWX51J66QLZ3,I consider myself a feather pillow expert. I've been sleeping on feather pillows for probably 44 years. I have a feather pillow from the same company that is so comfortable and I love it! I bought these two pillows and hopes that it would match the pillow that I own. The two pillows that I bought our way to puffy with air not feathers. The pillows fluff up very large and very impressive looking. But when you lay on them they don't give they don't break down they stay puffy. You have to push the air out of the pillow to get them to go down when they go down they literally go flat with no support whatsoever and no play. I hate these pillows except for the fact they do make good pillow stuffers for your decorative pillows that you don't sleep on. If you're planning on sleeping with these good luck they are not comfortable. Feathers do not poke out of them but they are extremely hard and puffy or flat and firm and lifeless. I hate that I had to give these a bad review and I hate that I am stuck with these stupid pillows.,0,0
R15MFMPOS9UMKD,The WORST candy I've ever put in my mouth. I saw good reviews so I thought I'd give it a try since I like floral candy. This tasted like I put straight soap or a bath bomb in my mouth. I had to spit it out and gave it to my dad who couldn't eat it either. I'll be throwing away all 3 packs. Can't return it. What a waste of money and a disappointment.,0,0
RN1BBPKJ5FR5U,"If you like this find a copy of it on CD or hell even cassette and transfer to MP3, whatever bit rate they decided to rip this down with is terrible. Watery/splashy crashes there even seems to be some tape warble going on.. What the hell? If only this did the album justice.",0,0
RKY9MBH3FWVWF,"Up until this point I had looked at IMAX as being the goldstandard for what 3D content should achieve -- that is, untilI had the opportunity to spend some time with Wild Ocean.This is actually my second attempt to review this title.Truth be, about 8 minutes into watching this documentaryI turned off the television and threw my notes in the garbage.There were better things to do with my time, I thought.Over the past day, however, I have been slowly postingin threads warning people not to buy this title and I felt thatif I was going to make such warnings that I should take thetime to explain why I feel this way.  So, into the trash canI went and with crumpled paper in hand this morning I revisitedWild Ocean in order to give it the chance it deserved.Wild Ocean brings us to eastern coast of Africa and takesus beneath the waves into the circle of life.  The problemright off the bat is that the material mostly concentrates onsardines and the predators that threaten their life whichinclude dolphins, copperhead sharks, humpback whalesand of course, MAN.It doesn't take long until you begin to tire of the material.I can't begin to recall how many times I watched schoolsof sardines and swimming dolphins.  Above the water weget some stunning coastal shots intertwined with lots offisherman and dancing natives.So, here are the major problems with Wild Ocean...First is the material.  If this were the first Imax film I hadever watched it might be passable.  However, you immediatelynotice how inferior this is to other titles.  Second problemconcerns the narration.  The narrator talks in a thick accentthat is often very difficult to comprehend.  So many times Ihad to stop, scan footage backwards, and re-listen to thecommentary in order to understand the names of fish andwildlife that were being spoken.The documentary opens with a badly produced 3D commercial,of all things, for Nokia which gives us a preachy message abouthow we can save energy.Finally, and most importantly, is the quality of the 3D.  Forthe first 8 minutes I was suffering from eye strain.  The materialhad an abundance of ghosting and was downright blurry.  Uponsecond viewing I was pleased to see that the imagery got betterthough I stand by my past comments that underwater footagetends to get blurry and out of focus -- especially when there aredebris and water bubbles that constantly divert your eyes fromthe main focal point.The amount of depth and separation is just ""okay"" after seeingother stuff that is so much better. The best 3D here usually comesin the form of the coastal flyovers.  There's a beautiful shot of awaterfall that is seemingly suspended in mid air.There really isn't any ""In Yo' Face"" 3D here.  The best you getis the beaks of bottleneck dolphins slightly protruding the screenalong with a few water bubbles.The audio is perhaps the best feature of the presentation.  It'sa highly punchy, surround-active soundtrack that continuallyenvelopes the viewer with screeching birds, music and watereffects.  At the conclusion of the documentary there is a waterbattle between the sardines and predators with lots of thunderousclapping music and effect noise that barrage the listener fromevery direction.CONCLUSIONThe biggest factors one should consider in what they purchaseis whether the content will be entertaining and whether it is well producedfor 3D viewing.  Wild Ocean is neither.  The 3D is lackluster compared tothe other exceptional IMAX titles that are available and quite frankly, it'sb-o-r-i-n-g to watch.You could do much better.",0,0
RY8MYJUSPBKR0,"I think other reviewers have highlighted the stupid, silly aspects of this story:  ridiculous storyline (especially ending), yet another (!) story about a duke, unsympathetic and fairly narrowly drawn hero and heroine, absurd secondary characters, no sense of romance, etc.  What is good about this book, however, is that no matter how unsympathetic the hero and heroine, it is interesting to see how they box themselves into a corner, then try to get back out.  For this reason, I give the book 2 stars instead of 1 --- because the story reminds us all that no one is perfect and that everyone makes mistakes and sometimes it can't be helped.  If you are desperate to read, check it out at the local library and don't waste your money.",0,0
RRMY4V2TV55F7,"For $35 bucks, I wish I would have gone with something a lot less expensive and with a lot more color choices. I thought that I could mix some colors together to get the right hue of brown-orange to paint an orange tiger stiped kitty. But instead, I have purple-brown and a very marigold yellow gold-orange. Like I said, I tried to mix the brown and orange to get a great golden brown, but there is too much red in the raw siena (#069). The umber is very red too. You'd think I'd have a nice orange on my painting somewhere but I am not happy with the results of these pencils.I also found that even though I used the side of the pencil for some shading, it still leaves pencil lines. They don't seem to blend very well at all. For $35 dollars for just 18 pencils, I made a mistake in ordering these. I read many reviews before buying and thought if I don't pruchase good quality, I won't be happy. Sadly, I'm still not happy with these pencils.",0,0
R1NKS3UXT5AC4Y,"I read this book a week ago, and as I sit here to write a review...I realize that I do not remember the names of the main characters or anything especially wonderful or interesting about the plot.  No, I'm not suffering from any mental challenges (beyond the usual that a busy professional/mom suffers).  <g>  This just wasn't a very memorable book.  If you're a die-hard fan, borrow the book from the library.  If you're new to JG, I would recommend reading some of her earlier works.",0,0
RMJYQK0CJSFMT,"I thought this would be a lightweight but diverting read down a well-traveled road. A powerful secret society that had existed for centuries and still survived in the modern world. It's been done many times but what the heck, right? It started off well with numerous elements of a classic thriller. Again, nothing new but enjoyable enough. Right off the top it started with a gruesome execution in the basement of a wealthy aristocrat's home which resulted in the murder of an uninvited witness shortly thereafter.Enter the plucky ex-commando who served with the deceased witness in the army who agrees to help the dead guy's sister find out what happened. And, oh yes, they had also been sweethearts back in the day but broke up because the guy couldn't commit.  Aww[...]It goes along well enough for a while, but then I began to notice that there were far too many highly unlikely coincidences inserted to move the plot along which started to get rather annoying. Plus decisions the main characters made seemed designed to deliberately put themselves in harm's way for the sole purpose of actually getting some drama out of it. Deus ex machina is ok in *very* small doses, but when you make it the critical element in keeping the story going you know that the storyline is in trouble.And when the evil ones slaughter an entire convent of elderly nuns in the most brutal manner possible when they could have just taken what they came for and left, I would have called the literary 911 if one existed. Even so, I tried to plod on just to see how the story resolved itself. But when I came to the part where the hero was captured, helpless and describing for us in graphic detail the damage the bad guy's chainsaw would inflict upon his chained up body, I threw the thing away in disgust. This is a slasher flick disguised as a thriller, and shame on the publisher for letting something like this get inflicted on an unsuspecting public.I see from other reviewers that it got even worse at the end so I'm very glad I quit when I did. It was just something I picked up at the library so at least I didn't spend any money on it. And I can absolutely guarantee I will never touch anything else from this author. I prefer to keep the contents of my meals where they belong and not spewed across the room, thank you very much.",0,0
R2DH4HS5EUXHPU,"Disappointed. I've used this in the past and it worked, but not this time. Not sure why, but with this last application my dog is not finding enough relief from fleas for me to give this a good review. Now I have to find a better one.",0,0
